Date,Open,High,Low,Close,Adj Close,Volume
2014-10-17,71.69999694824219,72.16000366210938,70.86000061035156,71.55999755859375,67.2887191772461,5888500
2014-10-20,71.20999908447266,72.05999755859375,71.13999938964844,72.04000091552734,67.74006652832031,3281600
2014-10-21,72.87000274658203,74.27999877929688,72.55000305175781,74.16000366210938,69.7335433959961,4556400
2014-10-22,74.11000061035156,74.36000061035156,73.18000030517578,73.22000122070312,68.84963989257812,4155400
2014-10-23,74.0999984741211,74.66000366210938,73.7699966430664,74.08999633789062,69.6677017211914,3604100
2014-10-24,73.83999633789062,74.08000183105469,73.38999938964844,74.0,69.58306884765625,3374400
2014-10-27,74.0,74.52999877929688,73.76000213623047,74.11000061035156,69.68649291992188,3402600
2014-10-28,74.54000091552734,76.01000213623047,74.47000122070312,76.0,71.46367645263672,4992800
2014-10-29,76.19000244140625,76.97000122070312,75.58000183105469,75.98999786376953,71.45428466796875,6213500
2014-10-30,78.3499984741211,83.22000122070312,78.30000305175781,83.12999725341797,78.16812133789062,16292400
2014-10-31,83.20999908447266,84.83000183105469,83.19999694824219,83.75,78.7511215209961,11664600
2014-11-03,83.81999969482422,84.3499984741211,83.81999969482422,84.12999725341797,79.10843658447266,6661300
2014-11-04,83.86000061035156,84.20999908447266,82.69999694824219,83.98999786376953,78.97679138183594,5977100
2014-11-05,84.5,86.4000015258789,84.37999725341797,85.98999786376953,80.85742950439453,7999000
2014-11-06,86.0,86.37999725341797,85.48999786376953,85.75,80.63172912597656,5147900
2014-11-07,85.94000244140625,85.94000244140625,84.58999633789062,84.80000305175781,79.73845672607422,4926000
2014-11-10,84.72000122070312,85.11000061035156,84.20999908447266,84.8499984741211,79.78545379638672,4526100
2014-11-11,84.9800033569336,85.12000274658203,84.25,84.58999633789062,79.54098510742188,2679900
2014-11-12,83.76000213623047,84.68000030517578,83.33000183105469,84.3499984741211,79.31529235839844,3121300
2014-11-13,84.54000091552734,84.73999786376953,83.75,84.19999694824219,79.17427062988281,3096500
2014-11-14,84.31999969482422,84.33999633789062,83.63999938964844,84.05000305175781,79.03321075439453,2224200
2014-11-17,83.80000305175781,84.26000213623047,83.16999816894531,83.19999694824219,78.23395538330078,3368500
2014-11-18,83.25,84.23999786376953,83.18000030517578,83.9000015258789,78.89217376708984,3142700
2014-11-19,83.69999694824219,84.48999786376953,83.41000366210938,84.27999877929688,79.24949645996094,2501100
2014-11-20,83.5,84.8499984741211,83.29000091552734,84.5999984741211,79.55036163330078,3452200
2014-11-21,85.73999786376953,85.87999725341797,84.20999908447266,84.72000122070312,79.66321563720703,4969500
2014-11-24,84.81999969482422,85.19000244140625,84.6500015258789,84.98999786376953,79.91709899902344,5150400
2014-11-25,85.0999984741211,86.73999786376953,85.08000183105469,86.33999633789062,81.1865234375,5623400
2014-11-26,86.26000213623047,86.9000015258789,85.95999908447266,86.55999755859375,81.39337921142578,3327600
2014-11-28,87.0,87.88999938964844,86.68000030517578,87.29000091552734,82.07981872558594,2452800
2014-12-01,86.55999755859375,88.16000366210938,86.3499984741211,87.45999908447266,82.23966979980469,4989800
2014-12-02,87.91000366210938,87.94999694824219,86.54000091552734,87.69000244140625,82.4559555053711,5458300
2014-12-03,88.20999908447266,89.23999786376953,87.68000030517578,88.31999969482422,83.04833984375,6085400
2014-12-04,88.37999725341797,89.44000244140625,88.13999938964844,88.7699966430664,83.47149658203125,3527900
2014-12-05,89.87000274658203,89.87000274658203,88.8499984741211,89.08000183105469,83.76297760009766,3739900
2014-12-08,89.04000091552734,89.55999755859375,87.87999725341797,88.04000091552734,82.78507232666016,4473300
2014-12-09,86.56999969482422,88.05000305175781,86.4000015258789,87.83999633789062,82.59698486328125,3732400
2014-12-10,87.52999877929688,88.02999877929688,86.20999908447266,86.33000183105469,81.1771011352539,3277400
2014-12-11,86.76000213623047,88.18000030517578,86.75,87.69000244140625,82.4559555053711,4078500
2014-12-12,86.56999969482422,87.31999969482422,84.11000061035156,84.12999725341797,79.10843658447266,6644500
2014-12-15,85.13999938964844,85.29000091552734,83.54000091552734,84.61000061035156,79.55979919433594,4921600
2014-12-16,83.72000122070312,84.97000122070312,82.05000305175781,82.63999938964844,77.70735931396484,6970300
2014-12-17,82.79000091552734,84.87000274658203,82.4000015258789,84.7300033569336,79.67261505126953,6443700
