Date,Open,High,Low,Close,Adj Close,Volume
2014-10-17,1090.1700439453125,1094.5,1073.02001953125,1077.27001953125,1069.572265625,901500
2014-10-20,1076.52001953125,1104.43994140625,1074.72998046875,1103.0699462890625,1095.187744140625,589700
2014-10-21,1107.1600341796875,1136.8499755859375,1107.010009765625,1132.969970703125,1124.8741455078125,737800
2014-10-22,1134.8399658203125,1136.6300048828125,1109.7099609375,1114.449951171875,1106.4864501953125,595500
2014-10-23,1125.1199951171875,1141.4300537109375,1120.9000244140625,1130.97998046875,1122.8984375,709000
2014-10-24,1130.8199462890625,1140.81005859375,1123.7099609375,1138.4300537109375,1130.2952880859375,538700
2014-10-27,1138.0,1143.97998046875,1129.6400146484375,1134.260009765625,1126.155029296875,377300
2014-10-28,1135.0400390625,1156.8699951171875,1133.7099609375,1156.6199951171875,1148.3551025390625,501000
2014-10-29,1156.4599609375,1159.0,1143.050048828125,1144.219970703125,1136.043701171875,543800
2014-10-30,1142.9200439453125,1154.489990234375,1132.449951171875,1146.5899658203125,1138.3968505859375,542900
2014-10-31,1175.5799560546875,1206.8299560546875,1172.510009765625,1206.2099609375,1197.5908203125,1472100
2014-11-03,1211.68994140625,1229.0,1197.0,1198.52001953125,1189.955810546875,1101800
2014-11-04,1113.1199951171875,1126.22998046875,1081.3900146484375,1097.699951171875,1089.856201171875,3357200
2014-11-05,1103.0,1116.0,1086.1600341796875,1095.3399658203125,1087.5130615234375,1165000
2014-11-06,1096.97998046875,1100.2900390625,1082.800048828125,1097.75,1089.9058837890625,741200
2014-11-07,1094.3499755859375,1100.5799560546875,1088.9100341796875,1094.6099853515625,1086.7882080078125,611300
2014-11-10,1092.8900146484375,1120.699951171875,1092.8499755859375,1120.02001953125,1112.0167236328125,882800
2014-11-11,1123.0999755859375,1168.6800537109375,1122.75,1167.3599853515625,1159.0184326171875,1389700
2014-11-12,1163.989990234375,1178.3900146484375,1154.3699951171875,1161.0,1152.703857421875,820200
2014-11-13,1165.199951171875,1174.0,1156.449951171875,1168.010009765625,1159.663818359375,709100
2014-11-14,1170.6400146484375,1175.050048828125,1163.3199462890625,1172.9599609375,1164.578369140625,601300
2014-11-17,1169.9599609375,1171.8199462890625,1148.8199462890625,1166.4100341796875,1158.0751953125,711900
2014-11-18,1164.989990234375,1175.0,1158.5999755859375,1166.8299560546875,1158.4921875,551800
2014-11-19,1162.0999755859375,1167.4200439453125,1151.550048828125,1156.6500244140625,1148.385009765625,542500
2014-11-20,1149.6199951171875,1162.989990234375,1148.27001953125,1153.8800048828125,1145.634765625,449500
2014-11-21,1166.9100341796875,1166.9100341796875,1149.4300537109375,1151.4599609375,1143.2320556640625,787800
2014-11-24,1157.52001953125,1161.5,1151.449951171875,1160.1400146484375,1151.8499755859375,413400
2014-11-25,1160.0,1182.31005859375,1159.010009765625,1179.1700439453125,1170.7440185546875,655200
2014-11-26,1176.949951171875,1179.9000244140625,1161.8199462890625,1166.8299560546875,1158.4921875,626800
2014-11-28,1171.550048828125,1171.550048828125,1158.3900146484375,1160.18994140625,1151.8995361328125,287700
2014-12-01,1158.1400146484375,1164.949951171875,1139.6300048828125,1153.199951171875,1144.95947265625,740400
2014-12-02,1144.8499755859375,1147.72998046875,1131.02001953125,1139.3599853515625,1131.218505859375,885600
2014-12-03,1138.68994140625,1141.0,1126.5,1130.1700439453125,1122.09423828125,654100
2014-12-04,1126.3399658203125,1146.5699462890625,1125.31005859375,1140.1099853515625,1131.963134765625,735300
2014-12-05,1141.1199951171875,1142.8900146484375,1130.93994140625,1135.969970703125,1127.8526611328125,769600
2014-12-08,1131.8499755859375,1149.0899658203125,1131.8499755859375,1135.6800537109375,1127.5648193359375,592200
2014-12-09,1128.0,1136.1199951171875,1112.780029296875,1135.1800537109375,1127.0684814453125,678000
2014-12-10,1131.81005859375,1136.6800537109375,1112.0999755859375,1115.52001953125,1107.5489501953125,671300
2014-12-11,1119.3900146484375,1127.3299560546875,1111.7099609375,1114.27001953125,1106.307861328125,546500
2014-12-12,1108.6300048828125,1119.8199462890625,1103.52001953125,1103.989990234375,1096.1011962890625,672000
2014-12-15,1107.0999755859375,1111.6700439453125,1076.8499755859375,1078.6400146484375,1070.932373046875,888600
2014-12-16,1067.550048828125,1073.2900390625,1045.25,1045.8399658203125,1038.3668212890625,1110100
2014-12-17,1050.4000244140625,1077.8499755859375,1043.02001953125,1075.3399658203125,1067.6558837890625,890100
2014-12-18,1088.9200439453125,1108.989990234375,1088.1500244140625,1104.5799560546875,1096.6868896484375,1230300
2014-12-19,1110.449951171875,1114.0699462890625,1097.0899658203125,1109.449951171875,1101.522216796875,1008400
